dataset,sample_index,USER_ID,seed,fold,model_name,y_true,y_pred,proba_0,proba_1,proba_2,pred_from_probs,predicted_probability,decision_margin,correct,argmax_matches_predict,true_class_name,predicted_class_name,selection_category
dili_multiclass,325,39147,43,4,bworf_mi,0,0,0.6233333333333334,0.1433333333333333,0.2333333333333333,0,0.6233333333333334,0.3900000000000001,True,True,Low,Low,high_confidence_correct
dili_multiclass,514,10324367,43,10,bworf_mi,0,0,0.6216666666666667,0.1766666666666666,0.2016666666666667,0,0.6216666666666667,0.42000000000000004,True,True,Low,Low,high_confidence_correct
dili_multiclass,386,16132446,43,6,bworf_mi,0,0,0.62,0.05,0.33,0,0.62,0.29,True,True,Low,Low,high_confidence_correct
dili_multiclass,377,9854012,43,7,bworf_mi,0,0,0.615,0.025,0.36,0,0.615,0.255,True,True,Low,Low,high_confidence_correct
dili_multiclass,296,5719,43,4,bworf_mi,0,0,0.3466666666666667,0.3166666666666666,0.3366666666666667,0,0.3466666666666667,0.009999999999999953,True,True,Low,Low,borderline_correct
dili_multiclass,305,6726,43,6,bworf_mi,0,0,0.3883333333333333,0.2533333333333333,0.3583333333333334,0,0.3883333333333333,0.029999999999999916,True,True,Low,Low,borderline_correct
dili_multiclass,540,11154555,43,9,bworf_mi,0,0,0.425,0.18,0.395,0,0.425,0.02999999999999997,True,True,Low,Low,borderline_correct
dili_multiclass,356,441281,43,7,bworf_mi,0,0,0.435,0.16,0.405,0,0.435,0.02999999999999997,True,True,Low,Low,borderline_correct
dili_multiclass,551,25166913,43,3,bworf_mi,0,0,0.3733333333333333,0.3383333333333334,0.2883333333333333,0,0.3733333333333333,0.03499999999999992,True,True,Low,Low,borderline_correct
dili_multiclass,392,54678501,43,7,bworf_mi,0,0,0.4,0.235,0.365,0,0.4,0.03500000000000003,True,True,Low,Low,borderline_correct
dili_multiclass,414,15951529,43,5,bworf_mi,0,0,0.38,0.28,0.34,0,0.38,0.03999999999999998,True,True,Low,Low,borderline_correct
dili_multiclass,515,11354606,43,10,bworf_mi,0,0,0.425,0.385,0.19,0,0.425,0.03999999999999998,True,True,Low,Low,borderline_correct
dili_multiclass,428,49846579,43,1,bworf_mi,0,0,0.3983333333333332,0.3533333333333333,0.2483333333333333,0,0.3983333333333332,0.04499999999999993,True,True,Low,Low,borderline_correct
dili_multiclass,285,4771,43,1,bworf_mi,0,0,0.4366666666666666,0.3916666666666666,0.1716666666666667,0,0.4366666666666666,0.044999999999999984,True,True,Low,Low,borderline_correct
dili_multiclass,403,11250647,43,2,bworf_mi,0,0,0.3799999999999999,0.33,0.29,0,0.3799999999999999,0.04999999999999988,True,True,Low,Low,borderline_correct
dili_multiclass,563,68165256,43,8,bworf_mi,0,0,0.4033333333333334,0.3533333333333333,0.2433333333333333,0,0.4033333333333334,0.0500000000000001,True,True,Low,Low,borderline_correct
dili_multiclass,407,11978813,43,3,bworf_mi,0,0,0.39,0.335,0.2749999999999999,0,0.39,0.05499999999999999,True,True,Low,Low,borderline_correct
dili_multiclass,341,71329,43,4,bworf_mi,0,0,0.385,0.325,0.29,0,0.385,0.06,True,True,Low,Low,borderline_correct
dili_multiclass,315,16362,43,1,bworf_mi,0,0,0.425,0.21,0.365,0,0.425,0.06,True,True,Low,Low,borderline_correct
dili_multiclass,448,401,43,10,bworf_mi,0,0,0.4066666666666667,0.2466666666666666,0.3466666666666666,0,0.4066666666666667,0.06000000000000005,True,True,Low,Low,borderline_correct
dili_multiclass,367,3052776,43,4,bworf_mi,0,0,0.3883333333333333,0.3233333333333333,0.2883333333333333,0,0.3883333333333333,0.065,True,True,Low,Low,borderline_correct
dili_multiclass,489,107970,43,6,bworf_mi,0,0,0.415,0.35,0.2349999999999999,0,0.415,0.065,True,True,Low,Low,borderline_correct
dili_multiclass,421,24965990,43,8,bworf_mi,0,0,0.425,0.215,0.36,0,0.425,0.065,True,True,Low,Low,borderline_correct
dili_multiclass,555,50905713,43,8,bworf_mi,0,0,0.4266666666666666,0.2116666666666666,0.3616666666666666,0,0.4266666666666666,0.065,True,True,Low,Low,borderline_correct
dili_multiclass,530,90311989,43,8,bworf_mi,0,0,0.46,0.15,0.39,0,0.46,0.07,True,True,Low,Low,borderline_correct
dili_multiclass,351,159269,43,10,bworf_mi,0,0,0.405,0.2599999999999999,0.3349999999999999,0,0.405,0.07000000000000012,True,True,Low,Low,borderline_correct
dili_multiclass,309,8969,43,9,bworf_mi,0,0,0.4466666666666667,0.1766666666666666,0.3766666666666666,0,0.4466666666666667,0.07000000000000012,True,True,Low,Low,borderline_correct
dili_multiclass,243,2130,43,4,bworf_mi,0,0,0.3933333333333333,0.3183333333333333,0.2883333333333333,0,0.3933333333333333,0.07500000000000001,True,True,Low,Low,borderline_correct
dili_multiclass,259,2973,43,5,bworf_mi,0,0,0.4233333333333333,0.3433333333333332,0.2333333333333333,0,0.4233333333333333,0.08000000000000007,True,True,Low,Low,borderline_correct
dili_multiclass,483,71349,43,2,bworf_mi,0,1,0.18,0.695,0.125,1,0.695,0.5149999999999999,False,True,Low,Moderate,notable_error
dili_multiclass,550,24958200,43,5,bworf_mi,0,1,0.2383333333333333,0.6533333333333333,0.1083333333333333,1,0.6533333333333333,0.41500000000000004,False,True,Low,Moderate,notable_error
dili_multiclass,382,11953884,43,8,bworf_mi,0,1,0.2966666666666667,0.6116666666666667,0.0916666666666666,1,0.6116666666666667,0.315,False,True,Low,Moderate,notable_error
dili_multiclass,470,5625,43,2,bworf_mi,0,1,0.335,0.605,0.06,1,0.605,0.26999999999999996,False,True,Low,Moderate,notable_error
dili_multiclass,442,70693500,43,3,bworf_mi,0,1,0.205,0.6,0.195,1,0.6,0.395,False,True,Low,Moderate,notable_error
dili_multiclass,505,6442177,43,2,bworf_mi,0,1,0.1583333333333333,0.5933333333333334,0.2483333333333333,1,0.5933333333333334,0.3450000000000001,False,True,Low,Moderate,notable_error
dili_multiclass,447,9913767,43,8,bworf_mi,0,1,0.2816666666666667,0.5816666666666667,0.1366666666666666,1,0.5816666666666667,0.3,False,True,Low,Moderate,notable_error
dili_multiclass,507,6450551,43,5,bworf_mi,0,1,0.2316666666666667,0.5666666666666667,0.2016666666666667,1,0.5666666666666667,0.33499999999999996,False,True,Low,Moderate,notable_error
dili_multiclass,532,135400189,43,1,bworf_mi,0,1,0.2783333333333333,0.5533333333333332,0.1683333333333333,1,0.5533333333333332,0.2749999999999999,False,True,Low,Moderate,notable_error
dili_multiclass,332,60613,43,9,bworf_mi,0,1,0.2066666666666666,0.5366666666666667,0.2566666666666666,1,0.5366666666666667,0.28000000000000014,False,True,Low,Moderate,notable_error
dili_multiclass,564,6918248,43,2,bworf_mi,0,1,0.3316666666666667,0.5266666666666667,0.1416666666666666,1,0.5266666666666667,0.195,False,True,Low,Moderate,notable_error
dili_multiclass,364,969472,43,8,bworf_mi,0,1,0.3049999999999999,0.525,0.17,1,0.525,0.22000000000000014,False,True,Low,Moderate,notable_error
dili_multiclass,318,23994,43,4,bworf_mi,0,2,0.315,0.175,0.51,2,0.51,0.195,False,True,Low,High,notable_error
dili_multiclass,509,9854073,43,10,bworf_mi,0,1,0.1883333333333333,0.5033333333333334,0.3083333333333333,1,0.5033333333333334,0.19500000000000012,False,True,Low,Moderate,notable_error
dili_multiclass,501,5312125,43,2,bworf_mi,0,1,0.3783333333333333,0.5033333333333334,0.1183333333333333,1,0.5033333333333334,0.1250000000000001,False,True,Low,Moderate,notable_error
dili_multiclass,397,11561674,43,3,bworf_mi,0,1,0.1783333333333333,0.4983333333333333,0.3233333333333333,1,0.4983333333333333,0.175,False,True,Low,Moderate,notable_error
dili_multiclass,279,4201,43,2,bworf_mi,0,1,0.3633333333333333,0.4983333333333333,0.1383333333333333,1,0.4983333333333333,0.135,False,True,Low,Moderate,notable_error
dili_multiclass,365,3000502,43,9,bworf_mi,0,1,0.4183333333333333,0.4983333333333333,0.0833333333333333,1,0.4983333333333333,0.08000000000000002,False,True,Low,Moderate,notable_error
dili_multiclass,480,60879,43,7,bworf_mi,0,1,0.2383333333333332,0.4933333333333333,0.2683333333333333,1,0.4933333333333333,0.22499999999999998,False,True,Low,Moderate,notable_error
dili_multiclass,240,247,43,10,bworf_mi,0,2,0.3333333333333333,0.1783333333333333,0.4883333333333333,2,0.4883333333333333,0.15499999999999997,False,True,Low,High,notable_error
dili_multiclass,528,54680690,43,2,bworf_mi,0,2,0.3166666666666666,0.1966666666666666,0.4866666666666667,2,0.4866666666666667,0.1700000000000001,False,True,Low,High,notable_error
dili_multiclass,284,4616,43,2,bworf_mi,0,2,0.4366666666666667,0.0766666666666666,0.4866666666666667,2,0.4866666666666667,0.04999999999999999,False,True,Low,High,notable_error
dili_multiclass,244,2153,43,6,bworf_mi,0,2,0.4133333333333333,0.1033333333333333,0.4833333333333333,2,0.4833333333333333,0.07,False,True,Low,High,notable_error
dili_multiclass,405,115358,43,7,bworf_mi,0,1,0.4216666666666667,0.4816666666666666,0.0966666666666666,1,0.4816666666666666,0.05999999999999989,False,True,Low,Moderate,notable_error
dili_multiclass,245,2170,43,4,bworf_mi,0,2,0.375,0.145,0.48,2,0.48,0.10499999999999998,False,True,Low,High,notable_error
dili_multiclass,163,3749,43,10,bworf_mi,1,1,0.2483333333333333,0.6833333333333335,0.0683333333333333,1,0.6833333333333335,0.43500000000000016,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,226,6436030,43,2,bworf_mi,1,1,0.15,0.6200000000000001,0.23,1,0.6200000000000001,0.3900000000000001,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,233,25126798,43,5,bworf_mi,1,1,0.295,0.595,0.11,1,0.595,0.3,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,164,3825,43,6,bworf_mi,1,1,0.1266666666666666,0.5616666666666668,0.3116666666666666,1,0.5616666666666668,0.25000000000000017,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,227,6437841,43,7,bworf_mi,1,1,0.2033333333333333,0.5233333333333333,0.2733333333333333,1,0.5233333333333333,0.25,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,153,3356,43,7,bworf_mi,1,1,0.4033333333333334,0.4983333333333333,0.0983333333333333,1,0.4983333333333333,0.09499999999999992,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,218,5282379,43,8,bworf_mi,1,1,0.2966666666666667,0.4966666666666666,0.2066666666666666,1,0.4966666666666666,0.1999999999999999,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,175,4614,43,3,bworf_mi,1,1,0.2183333333333333,0.4933333333333334,0.2883333333333333,1,0.4933333333333334,0.20500000000000013,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,208,383414,43,9,bworf_mi,1,1,0.44,0.49,0.07,1,0.49,0.04999999999999999,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,147,2541,43,9,bworf_mi,1,1,0.3416666666666666,0.4766666666666667,0.1816666666666666,1,0.4766666666666667,0.13500000000000006,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,183,5717,43,2,bworf_mi,1,1,0.3233333333333333,0.4733333333333334,0.2033333333333333,1,0.4733333333333334,0.15000000000000008,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,235,54678486,43,5,bworf_mi,1,1,0.2583333333333332,0.4583333333333334,0.2833333333333332,1,0.4583333333333334,0.1750000000000002,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,209,392622,43,10,bworf_mi,1,1,0.3783333333333333,0.4483333333333333,0.1733333333333333,1,0.4483333333333333,0.07,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,177,4829,43,7,bworf_mi,1,1,0.3666666666666666,0.4466666666666667,0.1866666666666666,1,0.4466666666666667,0.08000000000000013,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,186,8982,43,2,bworf_mi,1,1,0.2316666666666667,0.4466666666666666,0.3216666666666666,1,0.4466666666666666,0.125,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,213,441341,43,5,bworf_mi,1,1,0.27,0.445,0.285,1,0.445,0.16000000000000003,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,215,667477,43,10,bworf_mi,1,1,0.2433333333333333,0.4383333333333333,0.3183333333333333,1,0.4383333333333333,0.12,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,199,65628,43,7,bworf_mi,1,1,0.2616666666666666,0.4216666666666667,0.3166666666666666,1,0.4216666666666667,0.1050000000000001,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,210,439492,43,7,bworf_mi,1,1,0.3716666666666666,0.4216666666666667,0.2066666666666666,1,0.4216666666666667,0.0500000000000001,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,200,77999,43,5,bworf_mi,1,1,0.3533333333333333,0.4133333333333333,0.2333333333333332,1,0.4133333333333333,0.06,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,206,208898,43,9,bworf_mi,1,1,0.3966666666666666,0.4066666666666667,0.1966666666666666,1,0.4066666666666667,0.010000000000000064,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,166,3883,43,4,bworf_mi,1,1,0.2183333333333333,0.3933333333333333,0.3883333333333333,1,0.3933333333333333,0.0050000000000000044,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,157,3446,43,4,bworf_mi,1,1,0.3666666666666666,0.3916666666666666,0.2416666666666666,1,0.3916666666666666,0.025000000000000022,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,225,6435893,43,9,bworf_mi,1,1,0.36,0.385,0.255,1,0.385,0.025000000000000022,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,145,2162,43,2,bworf_mi,1,1,0.2933333333333333,0.3633333333333333,0.3433333333333334,1,0.3633333333333333,0.019999999999999907,True,True,Moderate,Moderate,high_confidence_correct
dili_multiclass,166,3883,43,4,bworf_mi,1,1,0.2183333333333333,0.3933333333333333,0.3883333333333333,1,0.3933333333333333,0.0050000000000000044,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,206,208898,43,9,bworf_mi,1,1,0.3966666666666666,0.4066666666666667,0.1966666666666666,1,0.4066666666666667,0.010000000000000064,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,221,5352062,43,4,bworf_mi,1,1,0.3433333333333332,0.3583333333333333,0.2983333333333333,1,0.3583333333333333,0.015000000000000069,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,154,3372,43,3,bworf_mi,1,1,0.3266666666666666,0.3466666666666666,0.3266666666666667,1,0.3466666666666666,0.019999999999999907,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,145,2162,43,2,bworf_mi,1,1,0.2933333333333333,0.3633333333333333,0.3433333333333334,1,0.3633333333333333,0.019999999999999907,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,225,6435893,43,9,bworf_mi,1,1,0.36,0.385,0.255,1,0.385,0.025000000000000022,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,157,3446,43,4,bworf_mi,1,1,0.3666666666666666,0.3916666666666666,0.2416666666666666,1,0.3916666666666666,0.025000000000000022,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,208,383414,43,9,bworf_mi,1,1,0.44,0.49,0.07,1,0.49,0.04999999999999999,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,210,439492,43,7,bworf_mi,1,1,0.3716666666666666,0.4216666666666667,0.2066666666666666,1,0.4216666666666667,0.0500000000000001,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,200,77999,43,5,bworf_mi,1,1,0.3533333333333333,0.4133333333333333,0.2333333333333332,1,0.4133333333333333,0.06,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,209,392622,43,10,bworf_mi,1,1,0.3783333333333333,0.4483333333333333,0.1733333333333333,1,0.4483333333333333,0.07,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,177,4829,43,7,bworf_mi,1,1,0.3666666666666666,0.4466666666666667,0.1866666666666666,1,0.4466666666666667,0.08000000000000013,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,153,3356,43,7,bworf_mi,1,1,0.4033333333333334,0.4983333333333333,0.0983333333333333,1,0.4983333333333333,0.09499999999999992,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,199,65628,43,7,bworf_mi,1,1,0.2616666666666666,0.4216666666666667,0.3166666666666666,1,0.4216666666666667,0.1050000000000001,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,215,667477,43,10,bworf_mi,1,1,0.2433333333333333,0.4383333333333333,0.3183333333333333,1,0.4383333333333333,0.12,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,186,8982,43,2,bworf_mi,1,1,0.2316666666666667,0.4466666666666666,0.3216666666666666,1,0.4466666666666666,0.125,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,147,2541,43,9,bworf_mi,1,1,0.3416666666666666,0.4766666666666667,0.1816666666666666,1,0.4766666666666667,0.13500000000000006,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,183,5717,43,2,bworf_mi,1,1,0.3233333333333333,0.4733333333333334,0.2033333333333333,1,0.4733333333333334,0.15000000000000008,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,213,441341,43,5,bworf_mi,1,1,0.27,0.445,0.285,1,0.445,0.16000000000000003,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,235,54678486,43,5,bworf_mi,1,1,0.2583333333333332,0.4583333333333334,0.2833333333333332,1,0.4583333333333334,0.1750000000000002,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,218,5282379,43,8,bworf_mi,1,1,0.2966666666666667,0.4966666666666666,0.2066666666666666,1,0.4966666666666666,0.1999999999999999,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,175,4614,43,3,bworf_mi,1,1,0.2183333333333333,0.4933333333333334,0.2883333333333333,1,0.4933333333333334,0.20500000000000013,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,227,6437841,43,7,bworf_mi,1,1,0.2033333333333333,0.5233333333333333,0.2733333333333333,1,0.5233333333333333,0.25,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,164,3825,43,6,bworf_mi,1,1,0.1266666666666666,0.5616666666666668,0.3116666666666666,1,0.5616666666666668,0.25000000000000017,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,233,25126798,43,5,bworf_mi,1,1,0.295,0.595,0.11,1,0.595,0.3,True,True,Moderate,Moderate,borderline_correct
dili_multiclass,165,3869,43,1,bworf_mi,1,0,0.625,0.13,0.245,0,0.625,0.38,False,True,Moderate,Low,notable_error
dili_multiclass,216,3034010,43,1,bworf_mi,1,0,0.595,0.245,0.16,0,0.595,0.35,False,True,Moderate,Low,notable_error
dili_multiclass,231,16129629,43,2,bworf_mi,1,0,0.595,0.11,0.295,0,0.595,0.3,False,True,Moderate,Low,notable_error
dili_multiclass,224,5493444,43,4,bworf_mi,1,0,0.59,0.16,0.25,0,0.59,0.33999999999999997,False,True,Moderate,Low,notable_error
dili_multiclass,228,9853053,43,1,bworf_mi,1,0,0.5883333333333334,0.1983333333333333,0.2133333333333333,0,0.5883333333333334,0.3750000000000001,False,True,Moderate,Low,notable_error
dili_multiclass,214,464205,43,7,bworf_mi,1,0,0.5533333333333333,0.0633333333333333,0.3833333333333333,0,0.5533333333333333,0.17000000000000004,False,True,Moderate,Low,notable_error
dili_multiclass,237,4158,43,1,bworf_mi,1,0,0.5516666666666667,0.3116666666666667,0.1366666666666666,0,0.5516666666666667,0.24000000000000005,False,True,Moderate,Low,notable_error
dili_multiclass,178,4913,43,10,bworf_mi,1,0,0.5433333333333333,0.1283333333333333,0.3283333333333333,0,0.5433333333333333,0.21500000000000002,False,True,Moderate,Low,notable_error
dili_multiclass,142,1978,43,4,bworf_mi,1,0,0.5383333333333333,0.2683333333333333,0.1933333333333333,0,0.5383333333333333,0.27,False,True,Moderate,Low,notable_error
dili_multiclass,144,2092,43,2,bworf_mi,1,0,0.5333333333333334,0.2383333333333332,0.2283333333333332,0,0.5333333333333334,0.29500000000000026,False,True,Moderate,Low,notable_error
dili_multiclass,205,150311,43,1,bworf_mi,1,0,0.52,0.145,0.335,0,0.52,0.185,False,True,Moderate,Low,notable_error
dili_multiclass,143,2019,43,5,bworf_mi,1,0,0.4983333333333333,0.2433333333333333,0.2583333333333333,0,0.4983333333333333,0.24,False,True,Moderate,Low,notable_error
dili_multiclass,222,5362129,43,3,bworf_mi,1,0,0.4983333333333333,0.2883333333333333,0.2133333333333333,0,0.4983333333333333,0.21000000000000002,False,True,Moderate,Low,notable_error
dili_multiclass,179,5070,43,6,bworf_mi,1,2,0.195,0.31,0.495,2,0.495,0.185,False,True,Moderate,High,notable_error
dili_multiclass,192,42113,43,8,bworf_mi,1,2,0.39,0.115,0.495,2,0.495,0.10499999999999998,False,True,Moderate,High,notable_error
dili_multiclass,198,65404,43,10,bworf_mi,1,2,0.2316666666666667,0.2766666666666666,0.4916666666666666,2,0.4916666666666666,0.21499999999999997,False,True,Moderate,High,notable_error
dili_multiclass,45,5464436,43,3,bworf_mi,1,0,0.4833333333333333,0.2683333333333333,0.2483333333333333,0,0.4833333333333333,0.21499999999999997,False,True,Moderate,Low,notable_error
dili_multiclass,167,3961,43,1,bworf_mi,1,0,0.4833333333333333,0.2333333333333333,0.2833333333333334,0,0.4833333333333333,0.1999999999999999,False,True,Moderate,Low,notable_error
dili_multiclass,236,135398744,43,6,bworf_mi,1,0,0.4783333333333333,0.2233333333333333,0.2983333333333333,0,0.4783333333333333,0.18,False,True,Moderate,Low,notable_error
dili_multiclass,212,441203,43,4,bworf_mi,1,2,0.28,0.245,0.475,2,0.475,0.19499999999999995,False,True,Moderate,High,notable_error
dili_multiclass,180,5073,43,6,bworf_mi,1,0,0.4733333333333334,0.1283333333333333,0.3983333333333334,0,0.4733333333333334,0.07500000000000001,False,True,Moderate,Low,notable_error
dili_multiclass,185,6253,43,4,bworf_mi,1,0,0.4700000000000001,0.16,0.37,0,0.4700000000000001,0.10000000000000009,False,True,Moderate,Low,notable_error
dili_multiclass,238,6468,43,6,bworf_mi,1,0,0.47,0.2049999999999999,0.325,0,0.47,0.14499999999999996,False,True,Moderate,Low,notable_error
dili_multiclass,232,24776445,43,8,bworf_mi,1,2,0.3299999999999999,0.2,0.47,2,0.47,0.14000000000000007,False,True,Moderate,High,notable_error
dili_multiclass,234,54677470,43,6,bworf_mi,1,2,0.3783333333333333,0.1533333333333333,0.4683333333333332,2,0.4683333333333332,0.08999999999999991,False,True,Moderate,High,notable_error
dili_multiclass,79,3763,43,8,bworf_mi,2,2,0.3833333333333333,0.1133333333333333,0.5033333333333333,2,0.5033333333333333,0.12,True,True,High,High,high_confidence_correct
dili_multiclass,22,4583,43,2,bworf_mi,2,2,0.375,0.13,0.495,2,0.495,0.12,True,True,High,High,high_confidence_correct
dili_multiclass,36,149096,43,5,bworf_mi,2,2,0.2649999999999999,0.2449999999999999,0.4900000000000001,2,0.4900000000000001,0.2250000000000002,True,True,High,High,high_confidence_correct
dili_multiclass,12,3385,43,9,bworf_mi,2,2,0.3,0.21,0.49,2,0.49,0.19,True,True,High,High,high_confidence_correct
dili_multiclass,42,2723601,43,9,bworf_mi,2,2,0.33,0.185,0.485,2,0.485,0.15499999999999997,True,True,High,High,high_confidence_correct
dili_multiclass,40,667490,43,2,bworf_mi,2,2,0.4,0.115,0.485,2,0.485,0.08499999999999996,True,True,High,High,high_confidence_correct
dili_multiclass,14,3562,43,4,bworf_mi,2,2,0.375,0.155,0.47,2,0.47,0.09499999999999997,True,True,High,High,high_confidence_correct
dili_multiclass,32,55185,43,7,bworf_mi,2,2,0.3133333333333333,0.2183333333333333,0.4683333333333334,2,0.4683333333333334,0.15500000000000008,True,True,High,High,high_confidence_correct
dili_multiclass,43,5353830,43,4,bworf_mi,2,2,0.32,0.215,0.465,2,0.465,0.14500000000000002,True,True,High,High,high_confidence_correct
dili_multiclass,90,5394,43,7,bworf_mi,2,2,0.21,0.325,0.465,2,0.465,0.14,True,True,High,High,high_confidence_correct
dili_multiclass,115,84029,43,6,bworf_mi,2,2,0.38,0.155,0.465,2,0.465,0.08500000000000002,True,True,High,High,high_confidence_correct
dili_multiclass,18,3878,43,6,bworf_mi,2,2,0.425,0.11,0.465,2,0.465,0.040000000000000036,True,True,High,High,high_confidence_correct
